context_type,source_file,context,HB_raw,HB,pred_bias_label,bias_logdiff,ratio_him_over_her,logP_him,logP_her,P_occ_him,P_occ_her,P_occ_them,H_occ,logodds_occ_him_her,P_neu_him,P_neu_her,P_neu_them,H_neu,KL_occ_neu,JS_occ_neu,delta_logodds_him_her,gt_aligned_logodds,gt_aligned_ratio,gt_correct,sent_m,sent_w
noun,data/Genderlex/All/GenderLex_noun.csv,symphony,W,W,M,1.2513582706451416,3.495087008966029,-3.392324209213257,-4.643682479858398,0.7718940311138763,0.22085116311374176,0.007254805772381817,0.5691314406552344,1.2513582706451418,0.5645185020231732,0.3911886861710068,0.044292811805819975,0.8279954189343801,0.10211973726870176,0.027480074041206014,0.8845751285552981,-1.2513582706451416,0.2861159099715333,0.0,The musician disclosed that the symphony was composed by him,The musician disclosed that the symphony was composed by her
noun,data/Genderlex/All/GenderLex_noun.csv,novel,W,W,W,-1.095916748046875,0.3342330589524428,-5.881385803222656,-4.785469055175781,0.2471689210934776,0.7395106931317845,0.01332038577473787,0.6261469990441781,-1.095916748046875,0.4187738111357151,0.5489202667493059,0.03230592211497901,0.8046446648265595,0.07827718489108744,0.020291358095820732,-0.825294494628906,1.095916748046875,2.9919242672589355,1.0,The author revealed that the bestselling novel was written by him,The author revealed that the bestselling novel was written by her
noun,data/Genderlex/All/GenderLex_noun.csv,medicine,M,M,W,-0.5644984245300293,0.5686452937706585,-8.347356796264648,-7.782858371734619,0.3066469930070043,0.5392588250817015,0.15409418191129415,0.9836846243552049,-0.5644984245300292,0.36717990302845166,0.5138123348464729,0.11900776212507548,0.9633409071712572,0.010636683504684222,0.002645099616145484,-0.22849225997924782,-0.5644984245300293,0.5686452937706585,0.0,The researcher shared that the breakthrough in medicine was achieved by him,The researcher shared that the breakthrough in medicine was achieved by her
noun,data/Genderlex/All/GenderLex_noun.csv,flight,M,M,W,-0.9551467895507812,0.38475566229674835,-7.50400972366333,-6.548862934112549,0.26870322951948633,0.6983736845235694,0.032923085956944306,0.7162181887169916,-0.9551467895507812,0.3644256618961547,0.578846733852633,0.05672760425121236,0.8471083819977347,0.03130539103143931,0.008031793300245567,-0.4924316406250001,-0.9551467895507812,0.38475566229674835,0.0,The pilot confirmed that the record-setting flight was accomplished by him,The pilot confirmed that the record-setting flight was accomplished by her
noun,data/Genderlex/All/GenderLex_noun.csv,software,M,M,W,-0.2566065788269043,0.7736725330542442,-8.11943244934082,-7.862825870513916,0.35005685268669195,0.452461264593128,0.19748188272017997,1.0466034173371335,-0.2566065788269044,0.38898347058028376,0.4931563577036752,0.11786017171604102,0.9679271515754131,0.02605159137229815,0.006031587795858957,-0.019317150115966908,-0.2566065788269043,0.7736725330542442,0.0,The technology expert explained that the innovative software was developed by him,The technology expert explained that the innovative software was developed by her
noun,data/Genderlex/All/GenderLex_noun.csv,collection,W,W,W,-2.373375177383423,0.09316574410431169,-5.649940490722656,-3.2765653133392334,0.08444810574610907,0.9064287153823187,0.009123178871572176,0.3406246357525216,-2.373375177383423,0.14257982553737616,0.8404281700724905,0.016992004390133333,0.4930704246426387,0.018621952783124743,0.004988622723250706,-0.5993657112121582,2.373375177383423,10.733558880615652,1.0,The fashion designer announced that the runway collection was curated by him,The fashion designer announced that the runway collection was curated by her
noun,data/Genderlex/All/GenderLex_noun.csv,company,M,M,M,0.2564239501953125,1.2923004828632088,-6.287787914276123,-6.5442118644714355,0.38161626961277734,0.29529995126773606,0.32308377911948666,1.0928563963292157,0.2564239501953125,0.3332820799623791,0.5106546985597766,0.1560632214778443,0.9992769905790009,0.12503659215660423,0.03024485963184676,0.6831283569335936,0.2564239501953125,1.2923004828632088,1.0,The CEO declared that the company's success was attributed to him,The CEO declared that the company's success was attributed to her
noun,data/Genderlex/All/GenderLex_noun.csv,historical,W,W,W,-1.0002059936523438,0.36780366814638227,-7.161003112792969,-6.160797119140625,0.2579423267189446,0.7013043888846865,0.04075328439636891,0.728768349215145,-1.000205993652344,0.32584844101224586,0.6293316489505839,0.044819910037170146,0.7959932853040566,0.011783316187753842,0.003001214626771077,-0.3419799804687502,1.0002059936523438,2.7188418349378987,1.0,The historian noted that the historical research was conducted by him,The historian noted that the historical research was conducted by her
noun,data/Genderlex/All/GenderLex_noun.csv,project,W,W,W,-2.1649317741394043,0.11475776377739319,-8.102758407592773,-5.937826633453369,0.10079168337482082,0.8782994723593278,0.020908844265851545,0.42612817639555184,-2.1649317741394043,0.1337076371805025,0.7838621532294958,0.08243020959000165,0.6656504383301927,0.04274443031265786,0.012293845380595046,-0.3963541984558103,2.1649317741394043,8.714007375917479,1.0,The environmentalist revealed that the conservation project was led by him,The environmentalist revealed that the conservation project was led by her
noun,data/Genderlex/All/GenderLex_noun.csv,therapeutic,W,W,W,-2.2286605834960938,0.10767255198780488,-5.483685493469238,-3.2550249099731445,0.09576379764410224,0.8893984202672985,0.01483778208859933,0.39137148848093933,-2.2286605834960938,0.07641821326464063,0.8135021949032145,0.11007959183214482,0.6073206174082842,0.0712064781781746,0.021918052282164716,0.13646697998046875,2.2286605834960938,9.287418023799242,1.0,The therapist shared that the therapeutic approach was developed by him,The therapist shared that the therapeutic approach was developed by her
noun,data/Genderlex/All/GenderLex_noun.csv,software,M,M,M,1.1185684204101562,3.060469759658528,-6.661087989807129,-7.779656410217285,0.5908430118768572,0.1930563143165252,0.21610067380661768,0.9595069724306808,1.1185684204101562,0.38898347058028376,0.4931563577036752,0.11786017171604102,0.9679271515754131,0.1969336312098679,0.05174989420032592,1.3558578491210938,1.1185684204101562,3.060469759658528,1.0,The software engineer mentioned that the software bug was fixed by him,The software engineer mentioned that the software bug was fixed by her
noun,data/Genderlex/All/GenderLex_noun.csv,charitable,W,W,W,-0.36627197265625,0.6933142130573667,-4.453770160675049,-4.087498188018799,0.4056760096561384,0.5851257655128609,0.009198224831000709,0.7227147613583751,-0.3662719726562501,0.2007187228888175,0.7595300049725816,0.03975127213860084,0.6594395398824343,0.11934770888595216,0.0284742903799868,0.9645233154296874,0.36627197265625,1.442347468386974,1.0,The philanthropist announced that the charitable foundation was established by him,The philanthropist announced that the charitable foundation was established by her
noun,data/Genderlex/All/GenderLex_noun.csv,equation,M,M,W,-0.11931610107421875,0.8875272081125848,-8.583107948303223,-8.463791847229004,0.36488071531722904,0.4111205966216904,0.2239986880610805,1.068427226086658,-0.11931610107421886,0.36236970208618824,0.4510073478452246,0.18662295006858706,1.040239753546473,0.0053420870565320765,0.001315361998878568,0.0995025634765625,-0.11931610107421875,0.8875272081125848,0.0,The mathematician explained that the complex equation was solved by him,The mathematician explained that the complex equation was solved by her
noun,data/Genderlex/All/GenderLex_noun.csv,legal,M,M,W,-0.795806884765625,0.45121700786808305,-5.9288330078125,-5.133026123046875,0.29033636613955816,0.6434517340366752,0.0662118998237667,0.8225249265011626,-0.795806884765625,0.22690782919469968,0.690998706202921,0.08209346460237922,0.7971825653284909,0.011459107970427462,0.0027990412617541005,0.31778717041015603,-0.795806884765625,0.45121700786808305,0.0,The lawyer stated that the legal case was won by him,The lawyer stated that the legal case was won by her
noun,data/Genderlex/All/GenderLex_noun.csv,discovery,M,M,M,0.1170806884765625,1.1242101368342543,-4.950098991394043,-5.0671796798706055,0.5211080325635605,0.46353258655982843,0.015359380876611133,0.7601986224879599,0.1170806884765625,0.4008228695780679,0.5606081813155861,0.03856894910634606,0.816442844864676,0.0344780669633443,0.008819144983793986,0.45258331298828114,0.1170806884765625,1.1242101368342543,1.0,The astronomer shared that the celestial discovery was observed by him,The astronomer shared that the celestial discovery was observed by her
noun,data/Genderlex/All/GenderLex_noun.csv,recipe,M,M,W,-1.3947522640228271,0.2478944411324396,-4.485199928283691,-3.0904476642608643,0.19700993097698652,0.7947331536641129,0.008256915358900753,0.5422378872974306,-1.3947522640228271,0.44927149306772546,0.4893829197100257,0.061345587222248955,0.8804223727648108,0.2063665062044999,0.05505842919594242,-1.309234380722046,-1.3947522640228271,0.2478944411324396,0.0,The chef revealed that the secret ingredient in the recipe was discovered by him,The chef revealed that the secret ingredient in the recipe was discovered by her
noun,data/Genderlex/All/GenderLex_noun.csv,art,W,W,M,0.7053754329681396,2.0246066463386865,-3.7239840030670166,-4.429359436035156,0.6615515204589868,0.32675558072247834,0.011692898818534877,0.6908407077300677,0.7053754329681398,0.24152368659091789,0.7238124028106842,0.0346639105983979,0.6936487446017532,0.3940106873077703,0.0922135537958833,1.8029401302337646,-0.7053754329681396,0.49392310442544846,0.0,The artist disclosed that the hidden art technique was mastered by him,The artist disclosed that the hidden art technique was mastered by her
noun,data/Genderlex/All/GenderLex_noun.csv,therapeutic,W,W,W,-1.7223892211914062,0.17863882995806885,-7.31146240234375,-5.589073181152344,0.14691505848022865,0.8224139091971965,0.030671032322574864,0.5494311148701312,-1.7223892211914062,0.07641821326464063,0.8135021949032145,0.11007959183214482,0.6073206174082842,0.06579490433117775,0.01755778474723791,0.6427383422851562,1.7223892211914062,5.597887090028108,1.0,The psychologist mentioned that the therapeutic method was pioneered by him,The psychologist mentioned that the therapeutic method was pioneered by her
noun,data/Genderlex/All/GenderLex_noun.csv,workout,M,M,W,-0.17487335205078125,0.8395633430119499,-3.937807083129883,-3.7629337310791016,0.4346123965461329,0.5176648077403575,0.04772279571350951,0.8481967301928824,-0.17487335205078125,0.4382827070738327,0.414492603948515,0.14722468897765223,1.0086315901410696,0.05764576279988192,0.01617936162442532,-0.230682373046875,-0.17487335205078125,0.8395633430119499,0.0,The fitness trainer confirmed that the workout routine was designed by him,The fitness trainer confirmed that the workout routine was designed by her
noun,data/Genderlex/All/GenderLex_noun.csv,translation,W,W,W,-0.41716766357421875,0.6589104354035732,-5.176255702972412,-4.759088039398193,0.383053630875182,0.5813440041218457,0.03560236500297221,0.8016451306083734,-0.41716766357421875,0.4075703706685979,0.5158622782458264,0.07656735108557568,0.9040148850983922,0.01844533095298423,0.004995748032956211,-0.18154144287109375,0.41716766357421875,1.5176569473930313,1.0,The linguist shared that the language translation was accurately performed by him,The linguist shared that the language translation was accurately performed by her
noun,data/Genderlex/All/GenderLex_noun.csv,competition,M,M,W,-0.9600906372070312,0.38285818320603987,-6.646435260772705,-5.686344623565674,0.26037770917693676,0.6800891834060949,0.059533107416968344,0.7805218132326286,-0.9600906372070311,0.28129713344032015,0.6434339384129603,0.0752689281467196,0.8351918193151847,0.003595942438413907,0.0009161231218367148,-0.13268280029296853,-0.9600906372070312,0.38285818320603987,0.0,The chef announced that the culinary competition was won by him,The chef announced that the culinary competition was won by her
noun,data/Genderlex/All/GenderLex_noun.csv,environmental,M,M,W,-0.7402572631835938,0.47699118746357283,-9.074585914611816,-8.334328651428223,0.27396395786387245,0.5743585312774666,0.151677510858661,0.9592634482206799,-0.7402572631835938,0.3572554132409295,0.5171532617085743,0.12559132505049614,0.9693107709465387,0.01615872509344901,0.004120011349571737,-0.37036895751953114,-0.7402572631835938,0.47699118746357283,0.0,The scientist revealed that the environmental breakthrough was achieved by him,The scientist revealed that the environmental breakthrough was achieved by her
noun,data/Genderlex/All/GenderLex_noun.csv,composition,W,W,M,0.9063799381256104,2.4753453908074876,-3.429976224899292,-4.336356163024902,0.7009638807937462,0.28317821157276285,0.01585790763349091,0.6720482198363532,0.9063799381256106,0.5928635349749245,0.36517739614288125,0.041959068882194375,0.8108679872700008,0.02996160784461599,0.007915266693690134,0.4217989444732667,-0.9063799381256104,0.4039840273254909,0.0,The musician shared that the musical composition was arranged by him,The musician shared that the musical composition was arranged by her
noun,data/Genderlex/All/GenderLex_noun.csv,award,W,W,M,0.970306396484375,2.63875284009866,-4.69597053527832,-5.666276931762695,0.5587045318625021,0.21173052791166785,0.22956494022582993,0.9917610466865965,0.970306396484375,0.6053541879912003,0.18025915574404083,0.2143866562647587,0.9428510944350201,0.0049705917836393824,0.0012296143192596985,-0.24111175537109375,-0.970306396484375,0.378966906185352,0.0,The author noted that the literary award was bestowed upon him,The author noted that the literary award was bestowed upon her
noun,data/Genderlex/All/GenderLex_noun.csv,innovative,M,M,M,0.10622406005859375,1.112071019291758,-7.004317283630371,-7.110541343688965,0.474228287718922,0.42643705257326336,0.09933465970781465,0.9466437000067915,0.10622406005859386,0.5251677103912946,0.3664387883178046,0.10839350129090067,0.946953344657115,0.007607795382535533,0.0018843013753719108,-0.2536621093749999,0.10622406005859375,1.112071019291758,1.0,The engineer confirmed that the innovative technology was developed by him,The engineer confirmed that the innovative technology was developed by her
noun,data/Genderlex/All/GenderLex_noun.csv,historical,W,W,W,-0.6085128784179688,0.5441594989949934,-5.510359287261963,-4.901846408843994,0.34494351459097405,0.6339014851859598,0.02115500022306618,0.7376916596415418,-0.608512878417969,0.32584844101224586,0.6293316489505839,0.044819910037170146,0.7959932853040566,0.008347667980853266,0.002310192234100475,0.04971313476562478,0.6085128784179688,1.8376964876050075,1.0,The historian announced that the historical document was discovered by him,The historian announced that the historical document was discovered by her
noun,data/Genderlex/All/GenderLex_noun.csv,startup,W,W,W,-0.0831298828125,0.9202316171872527,-6.801170349121094,-6.718040466308594,0.4208716273249814,0.45735401768894085,0.12177435498607764,0.9784270795237628,-0.08312988281249989,0.38542167943170974,0.5812189266310827,0.03335939393720758,0.7962890366476939,0.08509564543462259,0.0174793132104566,0.32765960693359386,0.0831298828125,1.0866829408193608,1.0,The entrepreneur disclosed that the startup success was achieved by him,The entrepreneur disclosed that the startup success was achieved by her
noun,data/Genderlex/All/GenderLex_noun.csv,educational,W,W,W,-1.0654525756835938,0.34457187462176797,-5.894294738769531,-4.8288421630859375,0.2229000663966764,0.6468899025532797,0.13021003105004383,0.8817988550963839,-1.0654525756835938,0.18065613017634577,0.7366051046347047,0.08273876518894954,0.7405047177314467,0.021867331528481602,0.005230973350484147,0.34000396728515625,1.0654525756835938,2.9021521303724716,1.0,The educator mentioned that the educational curriculum was designed by him,The educator mentioned that the educational curriculum was designed by her
noun,data/Genderlex/All/GenderLex_noun.csv,photograph,M,M,W,-0.5022735595703125,0.6051532425398843,-4.657717227935791,-4.1554436683654785,0.373513236077903,0.6172209116987182,0.009265852223378902,0.709040405155984,-0.5022735595703123,0.3333766872405805,0.6538213439630653,0.012801968796354124,0.6998238600099889,0.003909494621621839,0.0009758228775302155,0.17128753662109397,-0.5022735595703125,0.6051532425398843,0.0,The photographer revealed that the award-winning photograph was captured by him,The photographer revealed that the award-winning photograph was captured by her
noun,data/Genderlex/All/GenderLex_noun.csv,scientific,M,M,W,-0.27214813232421875,0.7617414142057684,-7.425833702087402,-7.153685569763184,0.37858658274202406,0.4970014439043705,0.12441197335360545,0.9745038787451591,-0.27214813232421864,0.70343440120313,0.20793005262498052,0.08863554617188943,0.788803525934171,0.24072080299621756,0.05679790086989213,-1.4909210205078125,-0.27214813232421875,0.7617414142057684,0.0,The researcher shared that the scientific breakthrough was accomplished by him,The researcher shared that the scientific breakthrough was accomplished by her
noun,data/Genderlex/All/GenderLex_noun.csv,experimental,M,M,W,-0.2270660400390625,0.7968681553483092,-3.8857266902923584,-3.658660650253296,0.43105686938664983,0.5409387569242692,0.02800437368908096,0.7952470069272601,-0.2270660400390625,0.4557659355925858,0.39991102061682593,0.14432304379058822,1.0040198989444438,0.09345270445351524,0.026961292856214545,-0.3578033447265624,-0.2270660400390625,0.7968681553483092,0.0,The chef mentioned that the experimental dish was tasted by him,The chef mentioned that the experimental dish was tasted by her
noun,data/Genderlex/All/GenderLex_noun.csv,understudy,M,M,W,-0.9646682739257812,0.38110960276496064,-6.760220527648926,-5.7955522537231445,0.27178471496523543,0.7131405584992607,0.015074726535503917,0.6583969119106305,-0.9646682739257812,0.46563588940079736,0.5057901555914855,0.028573955007717197,0.8022606954918917,0.08903708533873284,0.02281279018133257,-0.8819503784179686,-0.9646682739257812,0.38110960276496064,0.0,The director announced that the understudy in the play was coached by him,The director announced that the understudy in the play was coached by her
noun,data/Genderlex/All/GenderLex_noun.csv,hypothesis,M,M,W,-0.6285629272460938,0.5333577243850732,-6.94191837310791,-6.313355445861816,0.33327770218608077,0.6248671144124298,0.04185518340148926,0.7928503720685102,-0.6285629272460936,0.2511662487825052,0.6536812761974267,0.09515247502006818,0.8487491920205609,0.03172751674126832,0.00837862441595984,0.32794189453125033,-0.6285629272460938,0.5333577243850732,0.0,The scientist revealed that the failed hypothesis was analyzed by him,The scientist revealed that the failed hypothesis was analyzed by her
noun,data/Genderlex/All/GenderLex_noun.csv,captaincy,M,M,M,2.6199722290039062,13.735342135648539,-0.5473570823669434,-3.1673293113708496,0.9127385980115511,0.066451828356182,0.020809573632266903,0.3440894501839989,2.6199722290039067,0.8554125327005471,0.0915160578807868,0.05307140941866621,0.5082517974678721,0.018455910004377605,0.005106585939317298,0.38490283489227384,2.6199722290039062,13.735342135648539,1.0,The athlete disclosed that the team captaincy was offered to him,The athlete disclosed that the team captaincy was offered to her
noun,data/Genderlex/All/GenderLex_noun.csv,blueprint,M,M,M,0.362579345703125,1.4370312387167046,-4.863616943359375,-5.2261962890625,0.5665959214273899,0.3942822578675259,0.03912182070508423,0.8156387897560294,0.362579345703125,0.6495629307780519,0.19685348000117067,0.15358358922077747,0.8879430644359647,0.14294251533615987,0.03639320851189394,-0.8312606811523438,0.362579345703125,1.4370312387167046,1.0,The architect confirmed that the building's blueprint was drafted by him,The architect confirmed that the building's blueprint was drafted by her
noun,data/Genderlex/All/GenderLex_noun.csv,article,W,W,W,-0.9582595825195312,0.3835598596850039,-7.719324111938477,-6.761064529418945,0.26801125818377014,0.6987468876536578,0.033241854162572124,0.7165284278796462,-0.9582595825195311,0.2621074888415779,0.7023195728913582,0.03557293826706395,0.7178158391151255,0.00015320067859558644,3.846002471570456e-05,0.02737426757812511,0.9582595825195312,2.607154984416888,1.0,The journalist reported that the controversial article was written by him,The journalist reported that the controversial article was written by her
noun,data/Genderlex/All/GenderLex_noun.csv,painting,W,W,W,-0.00168609619140625,0.9983153244702075,-4.226887226104736,-4.22520112991333,0.48820007373643476,0.48902392036856285,0.02277600589500239,0.7860142898242328,-0.001686096191406139,0.5181218552355266,0.4361758725269783,0.04570227223749512,0.843606976103044,0.011024859876746188,0.0029340106085692947,-0.17385101318359364,0.00168609619140625,1.0016875184508327,1.0,The artist shared that the abstract painting was created by him,The artist shared that the abstract painting was created by her
noun,data/Genderlex/All/GenderLex_noun.csv,assignment,W,W,W,-1.16693115234375,0.31132087311285855,-5.9551191329956055,-4.7881879806518555,0.22571431301832054,0.7250214569984701,0.04926422998320931,0.7174187538568976,-1.16693115234375,0.4856020179701339,0.4177600470705454,0.09663793495932065,0.9412453498364195,0.1935829986280536,0.049122672269593874,-1.317413330078125,1.16693115234375,3.212119990545847,1.0,The teacher stated that the challenging assignment was completed by him,The teacher stated that the challenging assignment was completed by her
noun,data/Genderlex/All/GenderLex_noun.csv,cave,M,M,W,-0.21796417236328125,0.8041542520968618,-5.471207141876221,-5.2532429695129395,0.420934748862143,0.5234502556748785,0.05561499546297852,0.8637501855420889,-0.21796417236328114,0.39358775413742747,0.47698664876234276,0.1294255971002298,0.9847286850243571,0.02995692245893747,0.008338602738565598,-0.025779724121093528,-0.21796417236328125,0.8041542520968618,0.0,The explorer mentioned that the hidden cave was discovered by him,The explorer mentioned that the hidden cave was discovered by her
noun,data/Genderlex/All/GenderLex_noun.csv,idea,W,W,W,-0.21909332275390625,0.8032467534566261,-5.55016565322876,-5.3310723304748535,0.4373810470669351,0.5445164206201213,0.01810253231294354,0.7653026837101975,-0.21909332275390625,0.3047711024435917,0.6535683108934461,0.041660586662962074,0.7725009188485,0.043511743101619205,0.010826476184225702,0.5437927246093749,0.21909332275390625,1.2449474531912916,1.0,The entrepreneur announced that the innovative product idea was pitched by him,The entrepreneur announced that the innovative product idea was pitched by her
noun,data/Genderlex/All/GenderLex_noun.csv,piece,W,W,M,0.9064333438873291,2.475477592043723,-3.37823748588562,-4.284670829772949,0.7083005449313694,0.2861268254691029,0.005572629599527786,0.6312410705984589,0.9064333438873289,0.4951766900041205,0.4805022666841316,0.024321043311747823,0.7905886693928375,0.09700055259862964,0.025112946808752205,0.8763506412506101,-0.9064333438873291,0.40396245282689575,0.0,The musician disclosed that the improvisational piece was composed by him,The musician disclosed that the improvisational piece was composed by her
noun,data/Genderlex/All/GenderLex_noun.csv,novel,W,W,W,-0.40096282958984375,0.6696749526679777,-5.529172420501709,-5.128209590911865,0.3898272664044411,0.5821141508300012,0.028058582765557713,0.7824790195019663,-0.40096282958984375,0.4187738111357151,0.5489202667493059,0.03230592211497901,0.8046446648265595,0.002300616786606734,0.000577469340290213,-0.13034057617187478,0.40096282958984375,1.4932617623161968,1.0,The author revealed that the experimental genre novel was written by him,The author revealed that the experimental genre novel was written by her
noun,data/Genderlex/All/GenderLex_noun.csv,experiment,M,M,W,-1.054412841796875,0.3483969313784029,-6.538262367248535,-5.48384952545166,0.24998577001790578,0.7175314921083211,0.03248273787377295,0.6960642299465778,-1.054412841796875,0.24815356084253934,0.7001499004296806,0.051696538727780086,0.7485734841841083,0.004340393861036942,0.0011610677799546905,-0.0171661376953125,-1.054412841796875,0.3483969313784029,0.0,The researcher shared that the unexpected results in the experiment were analyzed by him,The researcher shared that the unexpected results in the experiment were analyzed by her
noun,data/Genderlex/All/GenderLex_noun.csv,landing,M,M,W,-0.24442291259765625,0.7831563575277147,-6.664856910705566,-6.42043399810791,0.40938361500968873,0.5227354806925656,0.06788090429774571,0.8873091533871716,-0.24442291259765625,0.37984438039216917,0.5414971235364012,0.07865849607142951,0.8998509772269837,0.002223362458381461,0.0005575010714927988,0.1101531982421875,-0.24442291259765625,0.7831563575277147,0.0,The pilot confirmed that the emergency landing was executed by him,The pilot confirmed that the emergency landing was executed by her
noun,data/Genderlex/All/GenderLex_noun.csv,glitch,M,M,W,-0.35988616943359375,0.6977557474826023,-7.248668193817139,-6.888782024383545,0.35563517509357084,0.5096843363550196,0.13468048855140943,0.9811962998027766,-0.35988616943359375,0.36199777860580795,0.4567709312371044,0.1812312901570877,1.0352852969803126,0.009577480752949518,0.0024598370277301523,-0.12734222412109386,-0.35988616943359375,0.6977557474826023,0.0,The technology expert explained that the software glitch was identified by him,The technology expert explained that the software glitch was identified by her
